code,name,source,cal,protein_g,carb_g,fat_g,fiber_g,serving_desc,serving_g
USDA-174420,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8"" fat, cooked, braised",USDA,238,34.2,0,10.2,,,
USDA-174421,"Game meat , bison, ground, raw",USDA,223,18.7,0,15.9,0,,
USDA-174422,"Game meat, bison, ground, cooked, pan-broiled",USDA,238,23.8,0,15.1,0,,
USDA-174423,"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",USDA,171,28.1,0,5.7,0,,
USDA-174424,"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",USDA,193,33.8,0,5.4,0,,
USDA-174425,"Game meat, elk, ground, raw",USDA,172,21.8,0,8.8,0,,
USDA-174426,"Game meat, elk, ground, cooked, pan-broiled",USDA,193,26.6,0,8.7,0,,
USDA-174427,"Game meat, elk, loin, separable lean only, cooked, broiled",USDA,167,31,0,3.8,0,,
USDA-174428,"Game meat, elk, round, separable lean only, cooked, broiled",USDA,156,30.9,0,2.6,0,,
USDA-174429,"Game meat, elk, tenderloin, separable lean only, cooked, broiled",USDA,162,30.8,0,3.4,0,,
USDA-174430,"Game meat, deer, tenderloin, separable lean only, cooked, broiled",USDA,149,29.9,0,2.4,0,,
USDA-174431,"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",USDA,152,31.5,0,1.9,0,,
USDA-174432,"Veal, Australian, shank, fore, bone-in, separable lean only, raw",USDA,123,20.2,0,4.7,0,,
USDA-174433,"Veal, Australian, shank, fore, bone-in, separable lean and fat, raw",USDA,145,19.6,0,7.4,0,,
USDA-174434,"Lamb, New Zealand, imported, Intermuscular fat, raw",USDA,640,4.6,1.3,68.5,0,,
USDA-174435,"Lamb, New Zealand, imported, subcutaneous fat, raw",USDA,703,3.9,0.6,76.2,0,,
USDA-174436,"Lamb, New Zealand, imported, brains, cooked, soaked and fried",USDA,154,14,0,10.9,0,,
USDA-174437,"Lamb, New Zealand, imported, brains, raw",USDA,118,11.3,0,8,0,,
USDA-174438,"Lamb, New Zealand, imported, chump, boneless, separable lean only, raw",USDA,121,21.7,0,3.8,0,,
USDA-174439,"Lamb, New Zealand, imported, kidney, cooked, soaked and fried",USDA,112,19.8,0.2,3.6,0,,
USDA-174440,"Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised",USDA,234,27.9,0,13.6,0,,
USDA-174441,"Lamb, New Zealand, imported, flap, boneless, separable lean only, raw",USDA,180,21.7,0,10.3,0,,
USDA-174442,"Lamb, New Zealand, imported, kidney, raw",USDA,84,15.2,0,2.5,0,,
USDA-174443,"Lamb, New Zealand, imported, heart, cooked, soaked and simmered",USDA,161,26.3,0,6.2,0,,
USDA-174444,"Lamb, New Zealand, imported, heart, raw",USDA,105,18.1,0,3.7,0,,
USDA-174445,"Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered",USDA,144,21.1,0,6.6,0,,
USDA-174446,"Lamb, New Zealand, imported, sweetbread, raw",USDA,72,11,0,3.2,0,,
USDA-174447,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",USDA,159,25.3,0,6.4,0,,
USDA-174448,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw",USDA,121,20.9,0,4.1,0,,
USDA-174449,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",USDA,255,31.1,0,14.6,0,,
USDA-174450,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw",USDA,164,20.6,0,9.1,0,,
USDA-174451,"Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",USDA,156,29,0,4.5,0,,
USDA-174452,"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",USDA,120,21.5,0,3.8,0,,
USDA-174453,"Lamb, New Zealand, imported, hind-shank, separable lean only, cooked, braised",USDA,196,32.5,0,7.4,0,,
USDA-174454,"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",USDA,115,20.4,0.7,3.4,0,,
USDA-174455,"Lamb, New Zealand, imported, neck chops, separable lean only, raw",USDA,151,19.8,0,8,0,,
USDA-174456,"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",USDA,147,20.6,0,7.1,0,,
USDA-174457,"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried",USDA,208,27.4,0.4,10.7,0,,
USDA-174458,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted",USDA,192,25.1,0,10.1,0,,
USDA-174459,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, cooked, fast fried",USDA,162,26.3,0,6.4,0,,
USDA-174460,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",USDA,212,24.3,0,12.8,0,,
USDA-174461,"Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried",USDA,332,21.5,0.4,27.1,0,,
USDA-174462,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",USDA,274,21.1,0.1,21,0,,
USDA-174463,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, raw",USDA,273,16.6,0.2,22.9,0,,
USDA-174464,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",USDA,252,16.9,0.2,20.4,0,,
USDA-174465,"Chicken, capons, giblets, raw",USDA,130,18.3,1.4,5.2,0,,
USDA-174466,"Chicken, capons, giblets, cooked, simmered",USDA,164,26.4,0.8,5.4,0,,
USDA-174467,"Duck, domesticated, liver, raw",USDA,136,18.7,3.5,4.6,0,,
USDA-174468,"Duck, wild, meat and skin, raw",USDA,211,17.4,0,15.2,0,,
USDA-174469,"Duck, wild, breast, meat only, raw",USDA,123,19.9,0,4.3,0,,
USDA-174470,"Goose, domesticated, meat and skin, raw",USDA,371,15.9,0,33.6,0,,
USDA-174471,"Guinea hen, meat only, raw",USDA,110,20.6,0,2.5,0,,
USDA-174472,"Pheasant, raw, meat and skin",USDA,181,22.7,0,9.3,0,,
USDA-174473,"Pheasant, raw, meat only",USDA,133,23.6,0,3.6,0,,
USDA-174474,"Pheasant, breast, meat only, raw",USDA,133,24.4,0,3.3,0,,
USDA-174475,"Squab, (pigeon), meat and skin, raw",USDA,294,18.5,0,23.8,0,,
USDA-174476,"Emu, fan fillet, raw",USDA,103,22.5,0,0.8,0,,
USDA-174477,"Emu, fan fillet, cooked, broiled",USDA,154,31.3,0,2.3,0,,
USDA-174478,"Emu, flat fillet, raw",USDA,102,22.3,0,0.7,0,,
USDA-174479,"Emu, full rump, raw",USDA,112,22.8,0,1.6,0,,
USDA-174480,"Emu, top loin, cooked, broiled",USDA,152,29.1,0,3.1,0,,
USDA-174481,"Ostrich, ground, raw",USDA,165,20.2,0,8.7,0,,
USDA-174482,"Ostrich, ground, cooked, pan-broiled",USDA,175,26.2,0,7.1,0,,
USDA-174483,"Ostrich, fan, raw",USDA,117,21.8,0,2.7,0,,
USDA-174484,"Ostrich, outside leg, raw",USDA,115,22.9,0,2,0,,
USDA-174485,"Ostrich, outside strip, raw",USDA,120,23.4,0,2.2,0,,
USDA-174486,"Ostrich, outside strip, cooked",USDA,156,28.6,0,3.8,0,,
USDA-174487,"Ostrich, oyster, raw",USDA,125,21.6,0,3.7,0,,
USDA-174488,"Ostrich, tip trimmed, cooked",USDA,145,28.5,0,2.6,0,,
USDA-174489,"Ostrich, top loin, raw",USDA,119,21.7,0,3,0,,
USDA-174490,"Ostrich, top loin, cooked",USDA,155,28.1,0,3.9,0,,
USDA-174491,"Chicken, liver, all classes, cooked, pan-fried",USDA,172,25.8,1.1,6.4,0,,
USDA-174492,"Turkey, ground, 93% lean, 7% fat, patties, broiled",USDA,207,25.9,0,11.5,0,,
USDA-174493,"Turkey, ground, 85% lean, 15% fat, raw",USDA,180,16.9,0,12.5,0,,
USDA-174494,"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",USDA,258,25.1,0,17.5,0,,
USDA-174495,"Turkey, ground, 85% lean, 15% fat, patties, broiled",USDA,249,25.9,0,16.2,0,,
USDA-174496,"Chicken, skin (drumsticks and thighs), cooked, roasted",USDA,462,16.6,0,44,0,,
USDA-174497,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",USDA,187,22.7,0,10.7,0,,
USDA-174498,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",USDA,229,22.6,0,15.4,0,,
USDA-174499,"Chicken, dark meat, drumstick, meat only, with added solution, raw",USDA,106,19.2,0,3.3,0,,
USDA-174500,"Chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",USDA,164,24.2,0,7.7,0,,
USDA-174501,"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",USDA,403,12.3,1,38.9,0,,
USDA-174502,"Chicken, skin (drumsticks and thighs), with added solution, raw",USDA,386,11.1,0,37.9,0,,
USDA-174503,"Chicken, skin (drumsticks and thighs), with added solution, cooked, roasted",USDA,421,20.3,0.4,37.6,0,,
USDA-174504,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",USDA,183,21.6,0.1,10.7,0,,
USDA-174505,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",USDA,214,23.5,0.1,13.8,0,,
USDA-174506,"Chicken, broiler, rotisserie, BBQ, back meat only",USDA,212,21.9,0.3,13.9,0,,
USDA-174507,"Turkey, dark meat from whole, meat only, with added solution, raw",USDA,115,19.3,0.1,4.1,0,,
USDA-174508,"Turkey, dark meat, meat only, with added solution, cooked, roasted",USDA,158,26.1,0,6,0,,
USDA-174509,"Turkey, dark meat from whole, meat and skin, with added solution, raw",USDA,169,17.8,0.2,10.8,0,,
USDA-174510,"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",USDA,199,25.6,0,10.8,0,,
USDA-174511,"Turkey from whole, light meat, meat and skin, with added solution, raw",USDA,147,20,0.1,7.4,0,,
USDA-174512,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",USDA,157,26.5,0,5.6,0,,
USDA-174513,"Turkey, retail parts, breast, meat only, with added solution, raw",USDA,111,22,0,2.5,0,,
USDA-174514,"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",USDA,130,27.9,0,2.1,0,,
USDA-174515,"Turkey, retail parts, breast, meat only, raw",USDA,114,23.3,0,2.3,0,,
USDA-174516,"Turkey, retail parts, breast, meat only, cooked, roasted",USDA,136,29.5,0,2,0,,
USDA-174517,"Turkey, retail parts, wing, meat only, raw",USDA,112,22.5,0,2.5,0,,
USDA-174518,"Turkey, retail parts, thigh, meat only, raw",USDA,116,20.6,0,3.7,0,,
USDA-174519,"Turkey, breast, from whole bird, meat only, with added solution, roasted",USDA,127,27,0,2.1,0,,
USDA-174520,"Turkey, back, from whole bird, meat only, with added solution, raw",USDA,115,19.3,0.2,4.1,0,,
USDA-174521,"Turkey, back, from whole bird, meat only, with added solution, roasted",USDA,127,27,0,2.1,0,,
USDA-174522,"Soup, chicken mushroom, canned, condensed",USDA,100,1.6,12,4.8,3.2,,
USDA-174523,"Sauce, barbecue",USDA,172,0.8,40.8,0.6,0.9,,
USDA-174524,"Sauce, salsa, ready-to-serve",USDA,29,1.5,6.6,0.2,1.9,,
USDA-174525,"Sauce, homemade, white, medium",USDA,147,3.8,9.2,10.6,0.2,,
USDA-174526,"Sauce, homemade, white, thick",USDA,186,4,11.6,13.8,0.3,,
USDA-174527,"Sauce, ready-to-serve, pepper or hot",USDA,11,0.5,1.8,0.4,0.3,,
USDA-174528,"Sauce, ready-to-serve, pepper, TABASCO",USDA,12,1.3,0.8,0.8,0.6,,
USDA-174529,"Sauce, oyster, ready-to-serve",USDA,51,1.4,10.9,0.3,0.3,,
USDA-174530,"Soup, minestrone, canned, reduced sodium, ready-to-serve",USDA,50,2,9,0.8,2.4,,
USDA-174531,"Sauce, fish, ready-to-serve",USDA,35,5.1,3.6,0,0,,
USDA-174532,"Soup, shark fin, restaurant-prepared",USDA,46,3.2,3.8,2,0,,
USDA-174533,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",USDA,81,4.2,13.7,1,4,,
USDA-174534,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",USDA,71,3.9,11.8,0.9,1.9,,
USDA-174535,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",USDA,68,4,11.4,0.7,1.9,,
USDA-174536,"Soup, chicken broth, ready-to-serve",USDA,6,0.6,0.4,0.2,0,,
USDA-174537,"Soup, cream of chicken, canned, prepared with equal volume milk",USDA,77,3,6,4.6,0.1,,
USDA-174538,"Soup, vegetable, canned, low sodium, condensed",USDA,65,2.2,12.1,0.9,2.1,,
USDA-174539,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",USDA,61,3.2,7.5,2,0.3,,
USDA-174540,"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",USDA,65,2.4,5.8,3.6,0.3,,
USDA-174541,"Soup, cream of onion, canned, prepared with equal volume milk",USDA,75,2.7,7.4,3.8,0.3,,
USDA-174542,"Sauce, white, thin, prepared-from-recipe, with butter",USDA,72,4,8.3,2.6,0.1,,
USDA-174543,"Sauce, sweet and sour, prepared-from-recipe",USDA,79,1.8,16.7,0.6,0.4,,
USDA-174544,"Sauce, barbecue, KRAFT, original",USDA,172,0.7,40.8,0.6,0.4,,
USDA-174545,"Soup, HEALTHY CHOICE Chicken Noodle Soup, canned",USDA,41,3.7,5.2,0.6,0.8,,
USDA-174546,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",USDA,55,2.4,9.8,1.2,0.5,,
USDA-174547,"CAMPBELL'S, Tomato Soup, condensed",USDA,71,1.5,15.2,0.4,1.1,,
USDA-174548,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",USDA,47,3.4,5.4,1.3,1,,
USDA-174549,"Soup, cream of asparagus, canned, prepared with equal volume water",USDA,35,0.9,4.4,1.7,0.2,,
USDA-174550,"Soup, cheese, canned, prepared with equal volume water",USDA,63,2.2,4.3,4.2,0.4,,
USDA-174551,"Soup, chicken broth, canned, prepared with equal volume water",USDA,16,2,0.4,0.6,0,,
USDA-174552,"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",USDA,56,2.9,9,0.9,1,,
USDA-174553,"Soup, cream of chicken, canned, prepared with equal volume water",USDA,48,1.4,3.8,3,0.1,,
USDA-174554,"Soup, clam chowder, manhattan, canned, prepared with equal volume water",USDA,30,0.9,4.8,0.9,0.6,,
USDA-174555,"Soup, clam chowder, new england, canned, prepared with equal volume water",USDA,35,1.6,5.1,1,0.3,,
USDA-174556,"CAMPBELL'S CHUNKY, New England Clam Chowder",USDA,81,2.5,9,3.9,1.2,,
USDA-174557,"Soup, beef broth, bouillon, consomme, prepared with equal volume water",USDA,12,2.2,0.7,0,0,,
USDA-174558,"Soup, mushroom with beef stock, canned, prepared with equal volume water",USDA,35,1.3,3.8,1.7,0.3,,
USDA-174559,"Soup, cream of onion, canned, prepared with equal volume water",USDA,44,1.1,5.2,2.2,0.4,,
USDA-174560,"Soup, oyster stew, canned, prepared with equal volume water",USDA,24,0.9,1.7,1.6,,,
USDA-174561,"Soup, pea, green, canned, prepared with equal volume water",USDA,61,3.2,9.9,1.1,1.9,,
USDA-174562,"Soup, turkey noodle, canned, prepared with equal volume water",USDA,28,1.6,3.5,0.8,0.3,,
USDA-174563,"Soup, turkey vegetable, canned, prepared with equal volume water",USDA,30,1.3,3.6,1.3,0.2,,
USDA-174564,"Soup, vegetarian vegetable, canned, prepared with equal volume water",USDA,28,0.9,4.9,0.8,0.3,,
USDA-174565,"Soup, vegetable beef, canned, prepared with equal volume water",USDA,31,2.2,4.1,0.8,0.8,,
USDA-174566,"Soup, chicken broth cubes, dry, prepared with water",USDA,5,0.4,0.6,0.1,,,
USDA-174567,"Soup, cream of chicken, dry, mix, prepared with water",USDA,41,0.7,5.1,2,0.1,,
USDA-174568,"Soup, onion, dry, mix, prepared with water",USDA,12,0.3,2.8,0,0.3,,
USDA-174569,"Soup, tomato, dry, mix, prepared with water",USDA,38,0.9,7.2,0.6,0.4,,
USDA-174570,"Roast beef, deli style, prepackaged, sliced",USDA,115,18.6,0.6,3.7,0,,
USDA-174571,"Luncheon meat, pork, canned",USDA,334,12.5,2.1,30.3,0,,
USDA-174572,"Turkey breast, low salt, prepackaged or deli, luncheon meat",USDA,109,21.8,3.5,0.8,0.5,,
USDA-174573,"Mortadella, beef, pork",USDA,311,16.4,3.1,25.4,0,,
USDA-174574,"Peppered loaf, pork, beef",USDA,149,17.3,4.5,6.4,0,,
USDA-174575,"Pepperoni, beef and pork, sliced",USDA,504,19.3,1.2,46.3,0,,
USDA-174576,"Pickle and pimiento loaf, pork",USDA,225,11.2,8.5,16,1.5,,
USDA-174577,"Polish sausage, pork",USDA,326,14.1,1.6,28.7,0,,
USDA-174578,"Pork sausage, link/patty, cooked, pan-fried",USDA,325,18.5,1.4,27.3,0,,
USDA-174579,"Sausage, pork and beef, fresh, cooked",USDA,396,13.8,2.7,36.3,0,,
USDA-174580,"Sausage, turkey, reduced fat, brown and serve, cooked",USDA,204,17,10.9,10.3,0.3,,
USDA-174581,Poultry salad sandwich spread,USDA,200,11.6,7.4,13.5,0,,
USDA-174582,"Salami, dry or hard, pork, beef",USDA,378,21.1,0.7,31.7,0,,
USDA-174583,"Sandwich spread, pork, beef",USDA,235,7.7,11.9,17.3,0.2,,
USDA-174584,"Sausage, smoked link sausage, pork",USDA,309,12,0.9,28.2,0,,
USDA-174585,"Sausage, smoked link sausage, pork and beef",USDA,320,12,2.4,28.7,0,,
USDA-174586,"Sausage, Italian, pork, mild, cooked, pan-fried",USDA,324,18.4,1.9,26.4,0,,
USDA-174587,"Luncheon sausage, pork and beef",USDA,260,15.4,1.6,20.9,0,,
USDA-174588,"Sausage, New england brand, pork, beef",USDA,161,17.3,4.8,7.6,0,,
USDA-174589,"Oscar Mayer, Bologna (beef)",USDA,316,11.1,2.5,29.1,0,,
USDA-174590,"Oscar Mayer, Smokies Sausage Little Cheese (pork, turkey)",USDA,315,13.5,1.7,28.2,0,,
USDA-174591,"Oscar Mayer, Wieners (beef franks)",USDA,329,11.4,2.8,30.3,0,,
USDA-174592,"Bacon, turkey, unprepared",USDA,226,15.9,1.9,16.9,,,
USDA-174593,Hormel Pillow Pak Sliced Turkey Pepperoni,USDA,243,31,3.8,11.5,0,,
USDA-174594,"Luncheon meat, pork and chicken, minced, canned, includes Spam Lite",USDA,196,15.2,1.4,13.9,0,,
USDA-174595,"Bratwurst, veal, cooked",USDA,341,14,0,31.7,0,,
USDA-174596,Liverwurst spread,USDA,305,12.4,5.9,25.5,2.5,,
USDA-174597,Roast beef spread,USDA,223,15.3,3.7,16.3,0.2,,
USDA-174598,"Salami, pork, beef, less sodium",USDA,396,15,15.4,30.5,0.2,,
USDA-174599,"Sausage, summer, pork and beef, sticks, with cheddar cheese",USDA,426,19.4,1.8,37.9,0.2,,
USDA-174600,"Sausage, turkey, breakfast links, mild, raw",USDA,174,15.9,3.2,10.4,0,,
USDA-174601,"Swisswurst, pork and beef, with swiss cheese, smoked",USDA,307,12.7,1.6,27.4,0,,
USDA-174602,Bacon and beef sticks,USDA,517,29.1,0.8,44.2,0,,
USDA-174603,"Salami, Italian, pork",USDA,425,21.7,1.2,37,0,,
USDA-174604,"Sausage, Italian, turkey, smoked",USDA,158,15.1,4.7,8.8,0.9,,
USDA-174605,"Sausage, chicken, beef, pork, skinless, smoked",USDA,216,13.6,8.1,14.3,0,,
USDA-174606,"Sausage, turkey, hot, smoked",USDA,158,15.1,4.7,8.8,0.3,,
USDA-174607,"Kielbasa, Polish, turkey and beef, smoked",USDA,226,13.1,3.9,17.6,0,,
USDA-174608,"Chicken breast, roll, oven-roasted",USDA,134,14.6,1.8,7.7,0,,
USDA-174609,"Bologna, pork and turkey, lite",USDA,211,13.1,3.5,16.1,0,,
USDA-174610,"Bologna, pork, turkey and beef",USDA,336,11.6,6.7,29.3,0,,
USDA-174611,"Ham, honey, smoked, cooked",USDA,122,17.9,7.3,2.4,0,,
USDA-174612,"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",USDA,95,20.9,1.3,0.7,0,,
USDA-174613,"Turkey, white, rotisserie, deli cut",USDA,112,13.5,7.7,3,0.4,,
USDA-174614,"Frankfurter, beef, heated",USDA,322,11.7,2.7,29.4,0,,
USDA-174615,"Frankfurter, meat, heated",USDA,278,9.8,4.9,24.3,0,,
USDA-174616,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",USDA,327,12.9,4.6,28.2,0,,
USDA-174617,"Sausage, turkey, fresh, raw",USDA,155,18.8,0.5,8.1,0,,
USDA-174618,"Sausage, beef, fresh, cooked",USDA,332,18.2,0.4,28,0,,
USDA-174619,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",USDA,389,3.4,86.8,4.6,3.3,,
USDA-174620,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",USDA,374,9.1,79,4.1,6.3,,
USDA-174621,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",USDA,412,3.9,83.7,7.6,2.1,,
USDA-174622,"Cereals ready-to-eat, QUAKER, Oatmeal Squares",USDA,379,11.4,77.8,4.8,8.3,,
USDA-174623,"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon",USDA,379,11.2,78.1,4.9,8.7,,
USDA-174624,"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",USDA,379,8.3,75.4,6.4,6,,
USDA-174625,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",USDA,371,8.8,72.4,7,6.9,,
USDA-174626,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",USDA,364,17,62.9,8,14.3,,
USDA-174627,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",USDA,43,2,7.5,1,1.7,,
USDA-174628,"Cereals ready-to-eat, Post, Waffle Crisp",USDA,390,6.6,83,5,4.4,,
USDA-174629,"Cereals, QUAKER, hominy grits, white, quick, dry",USDA,348,8.8,79.6,1.2,4.8,,
USDA-174630,"Cereals, QUAKER, hominy grits, white, regular, dry",USDA,361,8.8,79.2,1.6,1.6,,
USDA-174631,"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH",USDA,401,3.6,81.6,5.3,1.7,,
USDA-174632,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",USDA,382,10.6,79.8,4.6,8.1,,
USDA-174633,"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS",USDA,379,4.6,88.9,1.5,2.6,,
USDA-174634,"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS",USDA,382,4.2,89.9,1.6,2.7,,
USDA-174635,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran",USDA,200,17.6,59.5,5.2,41.3,,
USDA-174636,"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",USDA,369,10.4,74.5,5.1,8.2,,
USDA-174637,"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry",USDA,384,8.7,73.7,7.6,6.4,,
USDA-174638,"Cereals, QUAKER, Instant Oatmeal, Banana Bread, dry",USDA,368,9,75.7,4.9,6.7,,
USDA-174639,"Cereals ready-to-eat, UNCLE SAM CEREAL",USDA,346,16,65.8,11.6,20.3,,
USDA-174640,"Cereals, QUAKER, Quick Oats with Iron, Dry",USDA,371,13.7,68.2,6.9,9.4,,
USDA-174641,"Cereals, QUAKER, Whole Wheat Natural Cereal, dry",USDA,333,11.8,74.8,2,9.9,,
USDA-174642,"Cereals ready-to-eat, MALT-O-MEAL, Honey BUZZERS",USDA,379,3.5,89.7,1.7,3.4,,
USDA-174643,"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",USDA,370,5.8,89.7,0.9,2.6,,
USDA-174644,"Cereals ready-to-eat, MOM'S BEST, Honey Nut TOASTY O'S",USDA,388,8.6,79.8,4.5,6.3,,
USDA-174645,"Cereals ready-to-eat, MALT-O-MEAL, Apple ZINGS",USDA,390,4.5,87.3,2.7,2.3,,
USDA-174646,"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",USDA,425,3.3,78.3,12.1,5,,
USDA-174647,"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",USDA,397,4.2,87.9,3.4,1.1,,
USDA-174648,"Cereals ready-to-eat, RALSTON Corn Flakes",USDA,384,5.9,88,0.9,2.7,,
USDA-174649,"Cereals ready-to-eat, RALSTON Crispy Hexagons",USDA,379,5.9,86.8,1,1.5,,
USDA-174650,Milk and cereal bar,USDA,413,6.5,72.1,11,0.4,,
USDA-174651,"Cereals, MALT-O-MEAL, original, plain, prepared with water, without salt",USDA,48,1.7,10.1,0.1,0.3,,
USDA-174652,"Cereals ready-to-eat, QUAKER, Christmas Crunch",USDA,397,4.4,85.9,4.8,2.6,,
USDA-174653,"Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch",USDA,413,8.5,77.4,8.7,7.4,,
USDA-174654,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola",USDA,467,11.2,66.1,18.3,8.4,,
USDA-174655,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",USDA,355,11.6,71.8,1.4,4.4,,
USDA-174656,"Incaparina, dry mix (corn and soy flours), unprepared",USDA,379,21.8,60.5,5.6,9.9,,
USDA-174657,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch",USDA,402,4.4,85.1,5.7,2.5,,
USDA-174658,"Cereals ready-to-eat, QUAKER, Natural Granola Apple Cranberry Almond",USDA,418,9.2,74.7,11.1,9.9,,
USDA-174659,"Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal",USDA,373,9.2,78.9,4.1,6.3,,
USDA-174660,"Cereals, QUAKER, Instant Oatmeal Organic, Regular",USDA,367,16,67,6.3,9.8,,
USDA-174661,"Cereals, QUAKER, Instant Oatmeal, fruit and cream, variety of flavors, reduced sugar",USDA,376,10.2,71.6,7.5,8.3,,
USDA-174662,"Cereals, QUAKER, Instant Oatmeal, Apple and Cinnamon, reduced sugar",USDA,358,10.3,72.2,5.6,9.7,,
USDA-174663,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",USDA,399,7,82,5.4,5.2,,
USDA-174664,"Cereals ready-to-eat, MALT-O-MEAL, CHOCOLATE MARSHMALLOW MATEYS",USDA,392,3.5,88.2,3.7,2.5,,
USDA-174665,"Figs, dried, uncooked",USDA,249,3.3,63.9,0.9,9.8,,
USDA-174666,"Figs, dried, stewed",USDA,107,1.4,27.6,0.4,4.2,,
USDA-174667,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",USDA,32,0.4,8.5,0.1,1,,
USDA-174668,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",USDA,46,0.5,11.9,0,1,,
USDA-174669,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",USDA,30,0.4,7.9,0.1,1,,
USDA-174670,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",USDA,50,0.5,13.1,0,1,,
USDA-174671,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",USDA,58,0.3,15.1,0.1,1,,
USDA-174672,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",USDA,88,0.3,22.8,0.1,1,,
