code,name,source,cal,protein_g,carb_g,fat_g,fiber_g,serving_desc,serving_g
USDA-174673,"Grapefruit, raw, pink and red, all areas",USDA,42,0.8,10.7,0.1,1.6,,
USDA-174674,"Grapefruit, raw, pink and red, California and Arizona",USDA,37,0.5,9.7,0.1,,,
USDA-174675,"Grapefruit, raw, pink and red, Florida",USDA,30,0.6,7.5,0.1,1.1,,
USDA-174676,"Grapefruit, raw, white, all areas",USDA,33,0.7,8.4,0.1,1.1,,
USDA-174677,"Grapefruit, raw, white, California",USDA,37,0.9,9.1,0.1,,,
USDA-174678,"Grapefruit juice, white, canned or bottled, unsweetened",USDA,37,0.6,7.5,0.7,0.6,,
USDA-174679,"Grapefruit juice, white, canned, sweetened",USDA,46,0.6,11.1,0.1,0.1,,
USDA-174680,"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",USDA,146,2,34.6,0.5,0.4,,
USDA-174681,"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",USDA,41,0.6,9.7,0.1,0.1,,
USDA-174682,"Grapes, american type (slip skin), raw",USDA,67,0.6,17.2,0.4,0.9,,
USDA-174683,"Grapes, red or green (European type, such as Thompson seedless), raw",USDA,69,0.7,18.1,0.2,0.9,,
USDA-174684,"Grapes, canned, thompson seedless, water pack, solids and liquids",USDA,40,0.5,10.3,0.1,0.6,,
USDA-174685,"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",USDA,76,0.5,19.7,0.1,0.6,,
USDA-174686,"Guava sauce, cooked",USDA,36,0.3,9.5,0.1,3.6,,
USDA-174687,"Jackfruit, raw",USDA,95,1.7,23.3,0.6,1.5,,
USDA-174688,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",USDA,195,29.3,0.3,8.5,0,,
USDA-174689,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",USDA,203,29,0.4,9.5,0,,
USDA-174690,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",USDA,184,29.9,0.2,7.1,0,,
USDA-174691,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",USDA,149,22.5,0.2,6.5,0,,
USDA-174692,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",USDA,135,22.8,0,4.9,0,,
USDA-174693,"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",USDA,171,30.6,0,5.4,0,,
USDA-174694,"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",USDA,174,30.5,0,5.8,0,,
USDA-174695,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",USDA,122,23.1,0,3.4,0,,
USDA-174696,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,133,22.7,0,4.7,0,,
USDA-174697,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",USDA,138,22.5,0.2,5.3,0,,
USDA-174698,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",USDA,125,22.9,0,3.7,0,,
USDA-174699,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",USDA,187,19.5,1.8,11.4,0,,
USDA-174700,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",USDA,169,20.1,1.2,9.4,0,,
USDA-174701,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",USDA,199,28.8,0.2,9.2,0,,
USDA-174702,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",USDA,208,28.4,0.5,10.3,0,,
USDA-174703,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",USDA,186,29.4,0,7.6,0,,
USDA-174704,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",USDA,238,26.3,1.1,14.3,0,,
USDA-174705,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",USDA,249,25.5,0.4,16.1,0,,
USDA-174706,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",USDA,191,19.9,0,12.4,0,,
USDA-174707,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",USDA,199,19.7,0,13.4,0,,
USDA-174708,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",USDA,228,27,1,12.9,0,,
USDA-174709,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",USDA,239,26.8,1.1,14.1,0,,
USDA-174710,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",USDA,213,27.1,0.9,11.2,0,,
USDA-174711,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",USDA,187,21.1,0.3,11.3,0,,
USDA-174712,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",USDA,275,25.7,0,19.2,0,,
USDA-174713,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",USDA,247,26.9,0,15.4,0,,
USDA-174714,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",USDA,264,26.2,0,17.7,0,,
USDA-174715,"Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted",USDA,193,33.5,0,6.6,0,,
USDA-174716,"Beef, New Zealand, imported, bolar blade, separable lean only, raw",USDA,129,22.1,0,4.5,0,,
USDA-174717,"Beef, New Zealand, imported, brisket navel end, separable lean only, cooked, braised",USDA,265,29.4,0,16.4,0,,
USDA-174718,"Beef, New Zealand, imported, brisket navel end, separable lean only, raw",USDA,194,19.7,0,12.8,0,,
USDA-174719,"Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted",USDA,239,30.1,0,13.2,0,,
USDA-174720,"Beef, New Zealand, imported, cube roll, separable lean only, raw",USDA,161,19.8,1.4,8.5,0,,
USDA-174721,"Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted",USDA,164,29.7,0,5,0,,
USDA-174722,"Beef, New Zealand, imported, eye round, separable lean only, raw",USDA,116,20.2,1.4,3.4,0,,
USDA-174723,"Beef, New Zealand, imported, variety meats and by-products, heart, raw",USDA,105,18.5,0,3.4,0,,
USDA-174724,"Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised",USDA,167,31.2,0,4.6,0,,
USDA-174725,"Beef, New Zealand, imported, hind shin, separable lean only, raw",USDA,114,21.5,0,3.1,0,,
USDA-174726,"Beef, New Zealand, imported, inside, raw",USDA,128,22.2,0.1,4.4,0,,
USDA-174727,"Beef, New Zealand, imported, variety meats and by-products, kidney, raw",USDA,87,15.7,0,2.6,0,,
USDA-174728,"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",USDA,150,23.3,3.8,4.7,0,,
USDA-174729,"Beef, New Zealand, imported, variety meats and by-products, liver, raw",USDA,133,20.5,3.6,4.1,0,,
USDA-174730,"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",USDA,126,24.2,0,3.3,0,,
USDA-174731,"Beef, New Zealand, imported, ribs prepared, raw",USDA,146,21.3,0,6.8,0,,
USDA-174732,"Beef, New Zealand, imported, rump centre, separable lean only, cooked, fast fried",USDA,188,30.2,0,7.5,0,,
USDA-174733,"Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried",USDA,217,28.5,0,11.4,0,,
USDA-174734,"Beef, New Zealand, imported, striploin, separable lean only, raw",USDA,150,20.9,0.7,7,0,,
USDA-174735,"Beef, New Zealand, imported, oyster blade, separable lean and fat, raw",USDA,178,21.3,0,10.3,0,,
USDA-174736,"Beef, New Zealand, imported, tenderloin, separable lean only, raw",USDA,140,21.2,0,6.1,0,,
USDA-174737,"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",USDA,271,18.3,3.7,20.3,0,,
USDA-174738,"Beef, New Zealand, imported, variety meats and by-products, tongue, raw",USDA,243,17.8,0,19.1,0,,
USDA-174739,"Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised",USDA,453,20.1,0,41.3,0,,
USDA-174740,"Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw",USDA,345,15.8,0,31.3,0,,
USDA-174741,"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",USDA,250,31.9,0,13.6,0,,
USDA-174742,"Beef, New Zealand, imported, brisket point end, separable lean and fat, raw",USDA,163,20.1,0,9.2,0,,
USDA-174743,"Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted",USDA,168,29.5,0,5.6,0,,
USDA-174744,"Beef, New Zealand, imported, eye round, separable lean and fat, raw",USDA,129,19.9,1.3,4.9,0,,
USDA-174745,"Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised",USDA,208,30.1,0,9.7,0,,
USDA-174746,"Beef, New Zealand, imported, flank, separable lean and fat, raw",USDA,161,20.1,0,8.9,0,,
USDA-174747,"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",USDA,252,31.9,0,13.8,0,,
USDA-174748,"Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried",USDA,192,30,0,8,0,,
USDA-174749,"Beef, New Zealand, imported, rump centre, separable lean only, raw",USDA,141,21.7,0,6.1,0,,
USDA-174750,"Beef, New Zealand, imported, rump centre, separable lean and fat, raw",USDA,145,21.7,0,6.5,0,,
USDA-174751,"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",USDA,301,24.9,0,22.3,0,,
USDA-174752,"Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled",USDA,193,26.2,0,8.9,0,,
USDA-174753,"Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled",USDA,182,25.6,0.1,8,0,,
USDA-174754,"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",USDA,192,27,0,8.4,0,,
USDA-174755,"Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned",USDA,209,28.9,0,9.5,0,,
USDA-174756,"Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned",USDA,175,29.5,0,5.5,0,,
USDA-174757,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw",USDA,167,21,0,9.3,0,,
USDA-174758,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw",USDA,140,22.2,0,5.4,0,,
USDA-174759,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked",USDA,194,29,0,8.2,0,,
USDA-174760,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,138,22.2,0,5.5,0,,
USDA-174761,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",USDA,148,22.1,0,5.9,0,,
USDA-174762,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",USDA,158,22.2,0,7.1,0,,
USDA-174763,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",USDA,135,21.9,0,4.6,0,,
USDA-174764,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",USDA,202,28.3,0,9.1,0,,
USDA-174765,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",USDA,125,22.3,0,3.3,0,,
USDA-174766,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",USDA,124,21.5,0,3.6,0,,
USDA-174767,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",USDA,205,34.6,0,6.4,0,,
USDA-174768,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",USDA,189,33.2,0,5.2,0,,
USDA-174769,"Beef, variety meats and by-products, tripe, cooked, simmered",USDA,94,11.7,2,4.1,0,,
USDA-174770,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,142,21.3,0,5.6,0,,
USDA-174771,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",USDA,193,26.3,0,9.7,0,,
USDA-174772,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",USDA,154,21.2,0,7.1,0,,
USDA-174773,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",USDA,179,27.2,0,7,0,,
USDA-174774,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",USDA,186,27.9,0,7.4,0,,
USDA-174775,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",USDA,178,28,0,6.5,0,,
USDA-174776,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,141,21.6,0,5.5,0,,
USDA-174777,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw",USDA,137,21.4,0,5,0,,
USDA-174778,"Snacks, popcorn, microwave, low fat",USDA,424,12.6,72,9.5,14.2,,
USDA-174779,"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",USDA,359,0.5,74.6,6.5,3.3,,
USDA-174780,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar",USDA,396,24.3,47.2,13.1,2.5,,
USDA-174781,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR",USDA,422,18.5,57.3,13.2,2.8,,
USDA-174782,"Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Almond Snack Bar",USDA,347,7.7,51.7,14.2,5.2,,
USDA-174783,"Snacks, sweet potato chips, unsalted",USDA,532,2.9,56.8,32.4,8.8,,
USDA-174784,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",USDA,491,8,67.3,21.1,8.8,,
USDA-174785,"Snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil",USDA,557,7.5,55.2,34,10,,
USDA-174786,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",USDA,415,25,50.5,12.5,12.5,,
USDA-174787,"Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE",USDA,403,20.8,52.5,12.2,4.3,,
USDA-174788,"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor",USDA,496,8.7,65.5,22.2,7.8,,
USDA-174789,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor",USDA,491,8.1,64.7,22.2,8.1,,
USDA-174790,"Pretzels, soft, unsalted",USDA,345,8.2,71,3.1,1.7,,
USDA-174791,"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",USDA,517,4.1,58,29.8,10.9,,
USDA-174792,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",USDA,426,30,45,14,2,,
USDA-174793,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",USDA,390,16.7,63.4,7.7,7.7,,
USDA-174794,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",USDA,429,18.6,53.3,15.7,11.4,,
USDA-174795,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",USDA,389,6.7,75.5,6.7,4.6,,
USDA-174796,"Snacks, vegetable chips, made from garden vegetables",USDA,473,5.3,60.4,23.3,4.7,,
USDA-174797,"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors",USDA,446,15,62.8,15,10,,
USDA-174798,"Snacks, candy bits, yogurt covered with vitamin C",USDA,415,0,86.9,7.5,0.2,,
USDA-174799,"Snacks, CLIF BAR, mixed flavors",USDA,346,14.7,65.4,5.9,7.4,,
USDA-174800,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",USDA,408,4.2,79.2,8.3,4.2,,
USDA-174801,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",USDA,487,9.1,61.1,22.9,2.9,,
USDA-174802,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",USDA,423,5.7,74.3,11.4,4.4,,
USDA-174803,"Snack, Mixed Berry Bar",USDA,383,13.2,58.8,10.5,7.9,,
USDA-174804,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",USDA,505,5.3,65.3,24.7,2.7,,
USDA-174805,"Snacks, potato chips, lightly salted",USDA,560,6.7,53.5,35.4,4.2,,
USDA-174806,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",USDA,389,3.5,78.6,6.7,3.3,,
USDA-174807,"Soup, egg drop, Chinese restaurant",USDA,27,1.2,4.3,0.6,0.4,,
USDA-174808,"Soup, hot and sour, Chinese restaurant",USDA,39,2.6,4.4,1.2,0.5,,
USDA-174809,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",USDA,4,0,1,0,0,,
USDA-174810,"Alcoholic beverage, whiskey sour, canned",USDA,119,0,13.4,0,0.1,,
USDA-174811,"Beverages, Whiskey sour mix, bottled",USDA,87,0.1,21.4,0.1,0,,
USDA-174812,"Alcoholic beverage, whiskey sour, prepared from item 14028",USDA,153,0.1,12.8,0.1,0,,
USDA-174813,"Beverages, ABBOTT, EAS soy protein powder",USDA,405,47.6,43.9,3.6,0,,
USDA-174814,"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",USDA,52,5.9,2.3,2.2,0.2,,
USDA-174815,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",USDA,231,0,0,0,0,,
USDA-174816,"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",USDA,15,0,3.8,0,0,,
USDA-174817,"Alcoholic beverage, distilled, rum, 80 proof",USDA,231,0,0,0,0,,
USDA-174818,"Alcoholic beverage, distilled, vodka, 80 proof",USDA,231,0,0,0,0,,
USDA-174819,"Alcoholic beverage, distilled, whiskey, 86 proof",USDA,250,0,0.1,0,0,,
USDA-174820,"Beverages, almond milk, chocolate, ready-to-drink",USDA,50,0.6,9.4,1.3,0.4,,
USDA-174821,"Beverages, Energy Drink with carbonated water and high fructose corn syrup",USDA,62,0.4,15,0,0,,
USDA-174822,"Beverages, Energy Drink, sugar free",USDA,4,0.4,0.4,0,0,,
USDA-174823,"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",USDA,105,3.8,16.9,2.5,0,,
USDA-174824,"Beverages, chocolate powder, no sugar added",USDA,350,9.1,68.3,4.5,9.1,,
USDA-174825,"Beverages, ZEVIA, cola",USDA,0,0,1.1,0,0,,
USDA-174826,"Beverages, ZEVIA, cola, caffeine free",USDA,0,0,1.1,0,0,,
USDA-174827,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",USDA,0,0,0,0,0,,
USDA-174828,"Beverages, yellow green colored citrus soft drink with caffeine",USDA,49,0,12.8,0,0,,
USDA-174829,"Beverages, V8 SPLASH Smoothies, Strawberry Banana",USDA,37,1.2,8.2,0,0,,
USDA-174830,"Beverages, V8 SPLASH Smoothies, Tropical Colada",USDA,41,1.2,8.5,0,0.4,,
USDA-174831,"Beverages, Coconut water, ready-to-drink, unsweetened",USDA,18,0.2,4.2,0,0,,
USDA-174832,"Beverages, almond milk, unsweetened, shelf stable",USDA,15,0.4,1.3,1,0.2,,
USDA-174833,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",USDA,83,0.1,2.6,0,,,
USDA-174834,"Alcoholic Beverage, wine, table, red, Cabernet Franc",USDA,83,0.1,2.5,0,,,
USDA-174835,"Alcoholic Beverage, wine, table, red, Pinot Noir",USDA,82,0.1,2.3,0,,,
USDA-174836,"Alcoholic Beverage, wine, table, red, Syrah",USDA,83,0.1,2.6,0,,,
USDA-174837,"Alcoholic beverage, wine, table, white",USDA,82,0.1,2.6,0,0,,
USDA-174838,"Alcoholic Beverage, wine, table, red, Lemberger",USDA,80,0.1,2.5,0,,,
USDA-174839,"Alcoholic Beverage, wine, table, red, Sangiovese",USDA,86,0.1,2.6,0,,,
USDA-174840,"Alcoholic Beverage, wine, table, red, Carignane",USDA,74,0.1,2.4,0,,,
USDA-174841,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",USDA,83,0.1,2.1,0,,,
USDA-174842,"Beverages, carbonated, club soda",USDA,0,0,0,0,0,,
USDA-174843,"Alcoholic beverage, wine, table, white, Gewurztraminer",USDA,81,0.1,2.6,0,,,
USDA-174844,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",USDA,108,0.1,11.4,0,,,
USDA-174845,"Alcoholic beverage, wine, table, white, Semillon",USDA,82,0.1,3.1,0,,,
USDA-174846,"Beverages, carbonated, ginger ale",USDA,34,0,8.8,0,0,,
USDA-174847,"Beverages, NESTEA, tea, black, ready-to-drink, lemon",USDA,36,0,9.1,0,0,,
USDA-174848,"Alcoholic beverage, wine, table, white, Pinot Blanc",USDA,81,0.1,1.9,0,,,
USDA-174849,"Alcoholic beverage, wine, table, white, Muscat",USDA,82,0.1,5.2,0,,,
USDA-174850,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",USDA,1,0.1,0.1,0,0,,
USDA-174851,"Beverages, carbonated, cola, without caffeine",USDA,41,0,10.6,0,0,,
USDA-174852,"Beverages, carbonated, cola, regular",USDA,42,0,10.4,0.3,0,,
USDA-174853,"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",USDA,20,0,5.2,0,0,,
USDA-174854,"Beverages, carbonated, orange",USDA,48,0,12.3,0,0,,
USDA-174855,"Beverages, tea, black, ready-to-drink, peach, diet",USDA,1,0,0.3,0,0,,
USDA-174856,"Beverages, OCEAN SPRAY, Ruby Red cranberry",USDA,45,0.1,11.6,0,0.6,,
USDA-174857,"Beverages, MOTTS, Apple juice light, fortified with vitamin C",USDA,22,0,5.1,0.1,0,,
USDA-174858,"Beverages, Lemonade, powder",USDA,376,0,97.6,1.1,0.4,,
USDA-174859,"Lemonade, powder, prepared with water",USDA,14,0,3.6,0,0,,
USDA-174860,"Beverages, lemonade-flavor drink, powder",USDA,380,0,97.9,1,0,,
USDA-174861,"Beverages, lemonade-flavor drink, powder, prepared with water",USDA,27,0,6.9,0.1,0,,
USDA-174862,"Limeade, frozen concentrate, prepared with water",USDA,52,0,13.8,0,0,,
USDA-174863,"Malt beverage, includes non-alcoholic beer",USDA,37,0.2,8.1,0.1,0,,
USDA-174864,"Beverages, OVALTINE, Classic Malt powder",USDA,372,0,93.3,0,0,,
USDA-174865,"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",USDA,87,3.3,11.2,3.3,0.4,,
USDA-174866,"Beverages, malted drink mix, chocolate, powder",USDA,411,5.1,86.9,4.8,4.8,,
USDA-174867,"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk",USDA,85,3.4,11.2,3.3,0.5,,
USDA-174868,"Beverages, orange drink, canned, with added vitamin C",USDA,49,0,12.3,0.1,0,,
USDA-174869,"Strawberry-flavor beverage mix, powder",USDA,389,0.1,99.1,0.2,0,,
USDA-174870,"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk",USDA,88,3,12.3,3.1,0,,
USDA-174871,"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",USDA,1,0,0.3,0,0,,
USDA-174872,"Beverages, tea, instant, decaffeinated, unsweetened",USDA,315,20.2,58.7,0,8.5,,
USDA-174873,"Beverages, tea, instant, unsweetened, prepared with water",USDA,1,0.1,0.2,0,0,,
USDA-174874,"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised",USDA,322,26.8,0.1,23.9,0,,
